report_id,reporter_role,setting,age_band,category_label,urgency_label,free_text
5918,CFAV,Annual Camp,Under 12,Home issues / neglect,Critical,Cadet Brown told me his older brother has been selling drugs from their house and made him hide packages under his bed. He said yesterday his brother held a knife to his throat and said he'd kill him if he spoke to anyone about what goes on at home.
5919,Cadet,Weekend Exercise,14-16,Home issues / neglect,Critical,Cadet Taylor disclosed that her father hits her with his belt when she gets home from cadets because he says she's becoming too confident. She showed me welts across her back and arms and said he locked her in the cellar without food for two days last week.
5920,Civilian Instructor,Annual Camp,Under 12,Home issues / neglect,Critical,Cadet disclosed that their stepfather has been hitting them with a belt leaving welts on their back and legs. They showed me marks on their arms and said it happens when they don't do chores properly. They asked me not to tell anyone because they're scared it will get worse.
5921,Parent/Carer,Off-site Activity,14-16,Home issues / neglect,Critical,"During a break, cadet told me they haven't eaten a proper meal in three days because there's no food at home. They said their mum spends all the money on drugs and they've been drinking water to stop feeling hungry. The cadet looked very thin and pale."
5922,Cadet,Parade Night,14-16,Home issues / neglect,Critical,Cadet broke down crying and disclosed that their dad's friend has been touching them inappropriately when staying over at weekends. They said it's been happening for months and they're too scared to tell their parents because the man threatened to hurt their younger sister.
5923,Cadet,Weekend Exercise,12-14,Home issues / neglect,Critical,"Noticed cadet had severe bruising around their neck area. When asked about it, they disclosed their mother's boyfriend strangled them during an argument last night and they couldn't breathe properly. They said this type of violence happens regularly at home."
5924,Cadet,Online/Remote,12-14,Home issues / neglect,Critical,Cadet disclosed they are being forced to steal items from shops by older family members who threaten to kick them out if they refuse. They said they've been made to take things multiple times this week and are scared of getting caught by police.
5925,Cadet,Weekend Exercise,12-14,Home issues / neglect,Critical,Cadet Johnson disclosed that her stepfather has been hitting her mum regularly and last night he grabbed her by the throat when she tried to intervene. She showed me finger-shaped bruises on her neck. She's been sleeping in the park for the past three nights because she's too scared to go home.
5926,Parent/Carer,Parade Night,12-14,Home issues / neglect,Critical,"During one-to-one chat, Cadet Williams told me his dad burns him with cigarettes when he's drunk and showed me several circular scars on his forearms. He said it happened again yesterday after school and he hasn't eaten since Tuesday because there's no food in the house."
5927,Parent/Carer,Off-site Activity,16-18,Home issues / neglect,Critical,Cadet Thompson broke down crying and said her uncle who lives with them has been touching her inappropriately for months. She described specific sexual contact and said it's getting worse. She begged me not to tell anyone because he threatened to hurt her little brother if she spoke out.
5928,Civilian Instructor,Off-site Activity,16-18,Home issues / neglect,Critical,Cadet Davies disclosed that his mother's boyfriend deals drugs from their flat and forces him to deliver packages to people. He said yesterday the boyfriend threatened to 'mess him up properly' if he didn't do more deliveries. The cadet appeared terrified and said he hasn't been to school for two weeks.
5929,Parent/Carer,Annual Camp,14-16,Home issues / neglect,Critical,Cadet Mitchell told me her parents haven't been home for five days and she's been looking after her two younger siblings aged 4 and 6. She said there's no food left and the electricity got cut off yesterday. The children have been eating at neighbours' houses when possible.
5930,Cadet,Weekend Exercise,12-14,Home issues / neglect,Critical,Cadet disclosed that his stepfather has been hitting him with a belt leaving marks on his back and legs. He showed me bruising on his upper arms and said it happened three days ago when he came home late from cadets. He's been wearing long sleeves to hide the marks and is scared to go home tonight.
5931,Commanding Officer,Weekend Exercise,12-14,Home issues / neglect,Critical,"During one-to-one chat, cadet broke down and told me her mum's boyfriend has been touching her inappropriately when mum is at work. She said it started two months ago and happened again yesterday. She made me promise not to tell anyone because he said he'd hurt her mum if she spoke out."
5932,Commanding Officer,Off-site Activity,12-14,Home issues / neglect,Critical,"Cadet arrived at parade with a black eye and split lip. When asked what happened, he eventually disclosed that his dad punched him in the face last night during an argument about school grades. He said his dad was drunk and this has been happening more frequently over the past few months."
5933,Parent/Carer,Off-site Activity,12-14,Home issues / neglect,Critical,Female cadet confided that her older brother has been forcing her to send inappropriate photos to his friends online. She said he threatens to tell their parents lies about her behaviour if she refuses. This has been going on for several weeks and she's terrified of what might happen next.
5934,Civilian Instructor,Annual Camp,12-14,Home issues / neglect,Critical,"Cadet disclosed during camp that his uncle, who lives with the family, has been sexually abusing him for over a year. He said it happens when his parents are out and his uncle threatens to hurt his younger sister if he tells anyone. The cadet was visibly distressed and shaking while telling me."
5935,Commanding Officer,Parade Night,12-14,Home issues / neglect,Critical,Cadet Smith told me her stepfather has been hitting her mum with a belt and that last night he hit her across the face when she tried to protect her mum. She showed me red marks on her cheek and said she's scared to go home tonight.
5936,Cadet,Online/Remote,14-16,Home issues / neglect,Critical,"During evening meal, Cadet Jones disclosed that his dad makes him steal food from shops because there's no money for groceries. He said he got caught yesterday and the police brought him home, where his father beat him with a wooden spoon for 'being stupid'."
5937,Cadet,Off-site Activity,14-16,Home issues / neglect,Critical,"Cadet Williams came to parade with no shoes, wearing the same clothes for the third week. She told me her mum's boyfriend locks the food cupboards and that she hasn't eaten since yesterday morning. She said he threatens to hurt her little brother if she tells anyone."
5938,CFAV,Online/Remote,Under 12,Home issues / neglect,Critical,Cadet Taylor disclosed that her uncle who lives with them has been coming into her bedroom at night and touching her inappropriately. She said it's been happening for months and that her mum doesn't believe her when she tried to tell her.
5939,Cadet,Online/Remote,Under 12,Home issues / neglect,Critical,Cadet Brown told staff that his dad burns him with cigarettes when he's drunk and showed burn marks on his arms. He said his dad threatened to kill him if he ever tells anyone and that it happens most nights when his dad comes home from the pub.
5940,Parent/Carer,Weekend Exercise,12-14,Online safety,Low,"During tonight's session, Cadet Smith mentioned he'd been getting friend requests from people he doesn't know on Instagram. He said he usually just ignores them but wondered if that was the right thing to do."
5941,Cadet,Off-site Activity,12-14,Online safety,Low,Cadet Jones asked me after parade whether it was normal for strangers to comment on her TikTok videos. She seemed a bit unsure about whether she should respond to the comments or not.
5942,Cadet,Parade Night,12-14,Online safety,Low,Overheard Cadet Brown telling his mate that someone had asked for his phone number in a gaming chat. He said he didn't give it out but wasn't sure if he should report the person or just block them.
5943,Parent/Carer,Online/Remote,16-18,Online safety,Low,Cadet Wilson approached me during break asking about privacy settings on social media. She mentioned she'd posted some photos from last weekend's camp and realised afterwards that her profile might be too public.
5944,Cadet,Parade Night,16-18,Online safety,Low,Cadet Taylor mentioned during informal chat that he'd been getting lots of spam messages on Snapchat from accounts he doesn't recognise. He said most of them seem to be trying to sell things and he just deletes them.
5945,Civilian Instructor,Annual Camp,12-14,Online safety,Low,"During the break, I overheard Cadet Smith telling his friends that he'd been getting friend requests from people he doesn't know on Instagram. He mentioned he usually just ignores them but wondered if he should accept some because they have mutual friends."
5946,CFAV,Weekend Exercise,12-14,Online safety,Low,Cadet Jones asked me after parade if it's normal for gaming apps to ask for your location. She said a new game she downloaded keeps sending notifications asking her to turn on location services and she wasn't sure what to do.
5947,Civilian Instructor,Off-site Activity,12-14,Online safety,Low,"I noticed Cadet Williams showing other cadets a message he received from someone claiming to be a talent scout on TikTok. The message was asking for photos and personal details for a modelling opportunity, and Williams seemed quite excited about it."
5948,Cadet,Annual Camp,Under 12,Online safety,Low,Cadet Brown mentioned during casual conversation that she's been chatting with someone online who claims to be 16 but asks a lot of questions about where she lives and goes to school. She said the person seems really interested in meeting up.
5949,Commanding Officer,Off-site Activity,14-16,Online safety,Low,"While helping with admin, I saw Cadet Taylor's phone screen briefly and noticed he had multiple browser tabs open with what appeared to be age-restricted content. He quickly closed his phone when he saw me looking."
5950,Commanding Officer,Parade Night,12-14,Online safety,Low,"During the break, I overheard Cadet Smith telling his mates about staying up until 2am last night playing online games on a school night. He was yawning quite a bit during the lesson and seemed a bit tired but otherwise engaged normally with activities."
5951,Commanding Officer,Off-site Activity,Under 12,Online safety,Low,Cadet Jones mentioned she's been getting friend requests on Instagram from people she doesn't know but says she just ignores them. She brought it up casually when we were discussing social media during our cyber safety talk.
5952,Commanding Officer,Parade Night,12-14,Online safety,Low,I noticed Cadet Williams showing other cadets some funny memes on his phone that had some mild swear words in them. Nothing too inappropriate but thought it worth noting as he's only 12 and seemed to be sharing them freely.
5953,CFAV,Online/Remote,14-16,Online safety,Low,Cadet Brown asked me after parade if it's normal for people to ask for photos when you're gaming online. She said someone asked her for a selfie while playing Roblox but she didn't send one. She seemed curious rather than worried.
5954,Civilian Instructor,Parade Night,12-14,Online safety,Low,"During our IT session, Cadet Taylor's screen showed he had about 15 different browser tabs open including YouTube and what looked like gaming sites. He quickly closed them when I walked past but didn't seem particularly bothered about being seen."
5955,Parent/Carer,Annual Camp,16-18,Online safety,Low,"During parade tonight, Cadet Johnson mentioned he'd been getting friend requests on Instagram from people he doesn't know. He said he usually just ignores them but wondered if that was the right thing to do."
5956,Civilian Instructor,Off-site Activity,16-18,Online safety,Low,Cadet Williams asked me after the lesson whether it's normal for online games to ask for your real name and address. She said a game she plays keeps asking for this information when she tries to access new features.
5957,Civilian Instructor,Weekend Exercise,Under 12,Online safety,Low,I overheard Cadet Thompson telling his friend that someone in a Discord server has been asking him lots of questions about which school he goes to. He seemed a bit unsure about whether he should answer.
5958,CFAV,Off-site Activity,Under 12,Online safety,Low,Cadet Davies mentioned she's been getting lots of pop-up ads on her phone that look a bit suspicious. She said they keep appearing when she's trying to do homework and she's not sure how to stop them.
5959,CFAV,Annual Camp,12-14,Online safety,Low,"During break, Cadet Roberts asked whether it's safe to use public WiFi at the shopping centre. He said his mum told him not to but he's not sure why it might be a problem."
5960,Parent/Carer,Weekend Exercise,16-18,Online safety,Low,Cadet mentioned during break that they'd been getting friend requests from people they don't know on Instagram. Said they usually just ignore them but wondered if that was the right thing to do. Seemed curious rather than worried about it.
5961,CFAV,Online/Remote,Under 12,Online safety,Low,Overheard two cadets discussing a gaming app where strangers can message them. One cadet said their little brother had downloaded it and they weren't sure if it was safe for him to use.
5962,Commanding Officer,Online/Remote,Under 12,Online safety,Low,Cadet asked me after parade whether it's normal for people to ask for photos in online games. Said someone had asked them for a picture while they were playing Roblox yesterday evening.
5963,Civilian Instructor,Off-site Activity,12-14,Online safety,Low,"During first aid training, cadet mentioned they'd seen something 'a bit weird' in a WhatsApp group chat with school friends. Didn't elaborate further but said they'd left the group chat."
5964,Commanding Officer,Annual Camp,16-18,Online safety,Low,Cadet showed their friend a screenshot of someone commenting on their TikTok video asking where they live. Both cadets giggled about it and said the person seemed 'creepy' but didn't seem particularly bothered.
5965,Civilian Instructor,Off-site Activity,14-16,Online safety,Low,"During the break, Cadet Smith mentioned they'd been getting friend requests from people they don't know on Instagram. They said they usually just ignore them but wondered if that was the right thing to do."
5966,Parent/Carer,Off-site Activity,12-14,Online safety,Low,Overheard Cadet Jones telling another cadet about a gaming app they'd downloaded that keeps asking for their location. They seemed unsure whether to allow it access.
5967,Cadet,Parade Night,12-14,Online safety,Low,Cadet Williams asked me after parade whether it's normal for online games to request personal information like school name and home address when creating accounts.
5968,Parent/Carer,Off-site Activity,16-18,Online safety,Low,Cadet Brown showed their friend a message from someone claiming to be a talent scout who had seen their TikTok videos. They were excited about a potential modelling opportunity but hadn't told their parents yet.
5969,Commanding Officer,Off-site Activity,Under 12,Online safety,Low,"During a conversation about social media, Cadet Davies mentioned they sometimes use their real name and location in online forums when discussing their hobbies and interests."
5970,CFAV,Parade Night,Under 12,Online safety,Low,"During break, Cadet Thompson mentioned that someone he doesn't know sent him a friend request on Instagram. He said he wasn't sure if he should accept it because the profile only had a few photos and no mutual friends."
5971,Civilian Instructor,Annual Camp,16-18,Online safety,Low,Cadet Williams asked me after parade if it was normal for games to ask for personal information like your address. She said a mobile game she downloaded yesterday was requesting her postcode and phone number before she could play.
5972,Civilian Instructor,Annual Camp,12-14,Online safety,Low,I overheard Cadet Davies telling his friend that he'd been getting lots of spam messages on Snapchat recently. He seemed a bit confused about why random accounts were messaging him but said he just deletes them.
5973,Civilian Instructor,Annual Camp,12-14,Online safety,Low,Cadet Lee mentioned during our IT session that she accidentally clicked on a pop-up advert last week that said she'd won a prize. She realised it might not be real when it asked for her bank details and closed the browser.
5974,Civilian Instructor,Weekend Exercise,Under 12,Online safety,Low,Cadet Roberts said his younger brother had been using his TikTok account and might have followed some accounts he didn't recognise. He asked if there was a way to check who was following him back.
5975,Civilian Instructor,Online/Remote,16-18,Online safety,Medium,"During the break, Cadet Jones mentioned that someone he met in an online game has been asking for his real name and address. He said the person claims to live nearby and wants to meet up. Jones seemed unsure whether he should share this information and asked what I thought about it."
5976,CFAV,Annual Camp,14-16,Online safety,Medium,Cadet Smith showed other cadets screenshots on her phone of messages from an adult she doesn't know who found her social media profile. The messages included compliments about her appearance and questions about where she goes to school. She said she's been chatting back because the person seemed 'really nice and understanding'.
5977,Civilian Instructor,Annual Camp,16-18,Online safety,Medium,"During equipment check, Cadet Williams was visibly upset after receiving multiple notifications on his phone. He told me an older teenager from his gaming group has been pressuring him to send photos of himself and threatening to share his personal details with others if he doesn't comply."
5978,Commanding Officer,Off-site Activity,12-14,Online safety,Medium,Cadet Brown disclosed that she's been regularly video calling with someone she met through a cadet-related social media group. She mentioned this person has been asking detailed questions about her family's work schedules and when she's home alone. She seemed confused about why they needed to know these things.
5979,Civilian Instructor,Weekend Exercise,12-14,Online safety,Medium,I observed Cadet Davies showing concerning messages to friends during the evening meal. The messages appeared to be from an adult requesting meetups and making inappropriate comments about physical appearance. Davies mentioned this person had initially contacted them claiming to be a former cadet from another unit.
5980,Civilian Instructor,Weekend Exercise,14-16,Online safety,Medium,"During the break, Cadet Smith told me that someone on Instagram has been messaging her asking for photos of herself in her cadet uniform. She said this person claims to be a former cadet but she doesn't recognise them and they won't say which unit they attended."
5981,Civilian Instructor,Weekend Exercise,Under 12,Online safety,Medium,Cadet Jones mentioned that he's been chatting online with someone who says they're 16 and interested in joining cadets. He showed me some of their messages where they keep asking about meeting up in person and want to know which nights he attends training.
5982,Civilian Instructor,Annual Camp,14-16,Online safety,Medium,I overheard Cadet Brown telling friends that she's been video calling with someone she met in an online game who keeps asking her to turn her camera on when she's getting changed. She said she feels uncomfortable but doesn't want to seem rude.
5983,Commanding Officer,Annual Camp,16-18,Online safety,Medium,Cadet Wilson disclosed that an older teenager from another cadet unit has been sending her inappropriate messages on Snapchat late at night. She said they started friendly but have become more personal and she's worried about blocking them in case it causes drama.
5984,Commanding Officer,Online/Remote,16-18,Online safety,Medium,"During a conversation about social media, Cadet Taylor mentioned that someone contacted her claiming to be a photographer who wants to take professional photos of her in uniform for a cadet recruitment campaign. They've asked her to meet at a location away from the unit."
5985,CFAV,Annual Camp,14-16,Online safety,Medium,Cadet Williams mentioned during break that someone he met on a gaming platform has been asking for his personal details including his address and school. He said the person claims to live nearby and wants to meet up. Williams seemed unsure about whether he should share this information.
5986,Cadet,Weekend Exercise,12-14,Online safety,Medium,"During weapons training, Cadet Thompson disclosed that she's been receiving friend requests from multiple unknown adult men on social media. She said they've been commenting on her photos and sending private messages asking about cadet activities and what uniform she wears."
5987,Commanding Officer,Parade Night,Under 12,Online safety,Medium,"Cadet Harris told his section commander that he's been chatting online with someone who claims to be a former cadet from another unit. This person has been asking detailed questions about parade nights, camp locations, and which adults supervise activities."
5988,Cadet,Off-site Activity,Under 12,Online safety,Medium,I overheard Cadet Jones telling friends that someone online has been asking her to send photos of herself in uniform. She mentioned this person knew she was a cadet and said they collected military photos.
5989,Cadet,Weekend Exercise,16-18,Online safety,Medium,Cadet Brown reported that he's been receiving messages from an account claiming to be recruiting for 'special cadet opportunities'. The messages ask for personal information and suggest meeting offline to discuss these opportunities.
5990,Parent/Carer,Parade Night,12-14,Online safety,Medium,"During the break, I overheard Cadet Williams telling his mates that someone he met on Discord has been asking him to meet up in person. He said the person claims to be 16 but keeps asking for photos and wants to meet without telling his parents."
5991,Commanding Officer,Annual Camp,14-16,Online safety,Medium,Cadet Thompson mentioned that she's been receiving friend requests from older men on Instagram who comment on all her photos. She showed me some of the messages which contained inappropriate compliments about her appearance and requests to chat privately.
5992,Cadet,Online/Remote,14-16,Online safety,Medium,"I noticed Cadet Evans looking upset during parade and when I asked, he said someone from a gaming forum has been messaging him constantly asking personal questions about where he lives and what school he attends. He seemed confused about whether this was normal."
5993,CFAV,Parade Night,14-16,Online safety,Medium,"Cadet Martinez disclosed that she's been talking to someone online who says they're a talent scout and wants to help her become a model. This person has asked her to send photos of herself and offered to pay her, but told her not to tell anyone about their conversations."
5994,Parent/Carer,Online/Remote,14-16,Online safety,Medium,"While using the unit computer, Cadet Roberts accidentally left his social media open and I could see he'd been sent explicit images by an unknown account. When I mentioned it, he said this person keeps messaging him even though he's asked them to stop."
5995,Civilian Instructor,Weekend Exercise,Under 12,Online safety,Medium,Cadet Johnson told me during the break that someone they met on a gaming app has been asking for photos of them in their cadet uniform and wants to know which nights they attend cadets. They said the person claims to be 17 but keeps asking personal questions about where they live.
5996,Parent/Carer,Online/Remote,14-16,Online safety,Medium,I overheard Cadet Smith discussing with friends how they've been talking to someone online who's offered to buy them expensive gaming equipment if they meet up in person. Smith seemed excited about it and mentioned the person lives about an hour away.
5997,Civilian Instructor,Weekend Exercise,12-14,Online safety,Medium,Cadet Williams approached me after parade looking worried and said they'd received several messages from an unknown account on social media asking detailed questions about our unit's activities and camp locations. They showed me screenshots of the messages which included requests for photos of cadets.
5998,CFAV,Annual Camp,Under 12,Online safety,Medium,During IT time I noticed Cadet Brown quickly minimising their screen when I walked past. Later they confided that an older person they met online has been pressuring them to video chat privately and gets angry when they decline. Brown seemed anxious about disappointing this person.
5999,Parent/Carer,Online/Remote,Under 12,Online safety,Medium,Cadet Davies mentioned that someone they've been chatting with online for a few weeks has started asking them to keep their conversations secret from parents and wants to arrange a meeting. Davies said the person knows a lot about cadets and claims to be a former cadet themselves.
6000,Civilian Instructor,Online/Remote,14-16,Online safety,Medium,Cadet Williams mentioned during break that someone from Instagram has been messaging her asking for photos and wanting to meet up. She said the person claims to be 17 but she's not sure if that's true. She seemed uncomfortable talking about it and said she hasn't told her parents.
6001,Cadet,Parade Night,16-18,Online safety,Medium,"During evening activities, I overheard Cadet Thompson telling his friend that he'd been chatting with someone online who was asking lots of personal questions about where he lives and which school he goes to. He said the person knew he was a cadet and kept asking about camp locations and training times."
6002,Commanding Officer,Annual Camp,14-16,Online safety,Medium,Cadet Davies approached me after parade to say that someone had been sending her inappropriate messages on Snapchat for the past two weeks. She said the messages started friendly but became more sexual in nature. She deleted some of them but showed me screenshots of recent ones that were quite explicit.
6003,Parent/Carer,Annual Camp,Under 12,Online safety,Medium,"I noticed Cadet Johnson looking distressed while checking his phone during the break. When I asked if everything was okay, he said someone from a gaming app had been pressuring him to send personal information and photos. He mentioned this had been going on for about a month and was making him anxious about coming online."
6004,Parent/Carer,Weekend Exercise,12-14,Online safety,Medium,Cadet Price told her section commander that she'd been talking to someone on TikTok who claimed to be a talent scout and was asking her to send videos of herself dancing. She said the person was asking for more revealing content and suggesting they meet in person to discuss opportunities.
6005,Parent/Carer,Online/Remote,14-16,Online safety,Medium,"Cadet Smith mentioned during break that someone he met on a gaming platform has been asking for his home address and school details. He showed me some of the messages on his phone where this person, who claims to be 16, keeps suggesting they should meet up in person. Smith seemed uncomfortable but said he hasn't given out any personal information yet."
6006,Parent/Carer,Off-site Activity,12-14,Online safety,Medium,I overheard Cadet Jones telling her friends that she's been chatting with someone online who sends her expensive gifts through gaming apps. She said this person knows a lot about her daily routine and has started asking her to keep their conversations secret from her parents. Jones appeared excited about the attention but also seemed nervous when discussing it.
6007,Commanding Officer,Parade Night,16-18,Online safety,Medium,Cadet Williams disclosed that he's been receiving persistent friend requests and messages from unknown accounts on social media after posting photos in his cadet uniform. He said some of these messages contain inappropriate comments about his appearance and suggestions to meet privately. Williams seemed worried and mentioned he's blocked several accounts but new ones keep appearing.
6008,CFAV,Parade Night,Under 12,Online safety,Medium,"During a conversation about internet safety, Cadet Brown revealed she's been in regular contact with someone online who has been gradually asking more personal questions about her family and home life. She mentioned this person has started suggesting video calls and asking her to send photos of herself. Brown appeared conflicted about whether this was normal online friendship behavior."
6009,Commanding Officer,Parade Night,12-14,Online safety,Medium,Cadet Taylor approached me saying he's concerned about messages he's been receiving from someone who initially contacted him through a cadet-related social media group. He explained that the conversation has moved to private messaging where this person has been asking detailed questions about when he's home alone and his parents' work schedules.
6010,Parent/Carer,Off-site Activity,16-18,Online safety,High,Cadet Smith told me during break that someone called 'Mark' has been messaging her on Instagram asking for photos of her in her cadet uniform. She said he claims to be 18 and wants to meet up with her after parade nights. She showed me some of the messages on her phone.
6011,CFAV,Annual Camp,16-18,Online safety,High,"During online safety training, Cadet Jones disclosed that an adult man she met in a gaming chat has been asking her personal questions about where she lives and what school she attends. She said he's offered to buy her expensive gaming equipment if she shares her address with him."
6012,Cadet,Weekend Exercise,16-18,Online safety,High,Cadet Williams approached me after parade and said someone has been sending him explicit images through Snapchat. He doesn't know who they are but they claim to have photos of him from his social media and are threatening to share embarrassing content unless he sends images back.
6013,Commanding Officer,Parade Night,16-18,Online safety,High,Cadet Brown told her section commander that a man she's been chatting to online for several weeks has been pressuring her to video call him privately. She said he's asked her to keep their conversations secret from her parents and has suggested they meet in person at a location away from her home.
6014,Civilian Instructor,Online/Remote,16-18,Online safety,High,"A parent contacted me to report that their son, Cadet Taylor, has been receiving friend requests and messages from multiple unknown adult profiles on social media platforms. The messages contain inappropriate comments about his appearance in cadet photos and requests to chat privately."
6015,Commanding Officer,Online/Remote,Under 12,Online safety,High,Cadet Smith disclosed that an adult male she met through a gaming platform has been asking her to meet up in person. She showed me screenshots of messages where he's requested photos and offered to buy her gifts. The cadet mentioned she's been chatting with him privately for several weeks.
6016,Cadet,Annual Camp,12-14,Online safety,High,"During a break, I overheard Cadet Jones telling another cadet that someone online knows where he lives and has threatened to 'come round' if he doesn't send more pictures. The cadet appeared visibly distressed and mentioned this person has his school uniform photos from social media."
6017,Cadet,Online/Remote,14-16,Online safety,High,Cadet Williams approached me after parade stating that an older teenager from another area has been sending explicit images via Snapchat. She said this person found her through her cadet uniform photos on Instagram and has been pressuring her to reciprocate.
6018,Civilian Instructor,Weekend Exercise,14-16,Online safety,High,"A parent contacted me concerned that their son, Cadet Brown, has been secretive about online conversations and found evidence of an adult asking to video call when parents aren't home. The parent discovered the cadet had shared personal information including our unit's location."
6019,Commanding Officer,Online/Remote,Under 12,Online safety,High,Cadet Davies disclosed that someone claiming to be a former cadet has been messaging her asking detailed questions about our training activities and which adults supervise which sessions. She mentioned this person has suggested meeting up to 'show her advanced techniques' privately.
6020,Cadet,Weekend Exercise,14-16,Online safety,High,Cadet Smith disclosed that an adult male she met through a gaming app has been asking her to send photos of herself and requesting to meet up in person. She showed me some of the messages on her phone where he was asking personal questions about her school and home address.
6021,Cadet,Online/Remote,14-16,Online safety,High,"During a conversation about social media safety, Cadet Jones mentioned that someone claiming to be a talent scout has been messaging him on Instagram offering modelling opportunities. He said this person has asked him to send photos in his underwear for a 'portfolio' and wants to arrange a private photoshoot."
6022,CFAV,Parade Night,14-16,Online safety,High,Cadet Brown told me that her older brother's friend has been sending her inappropriate messages on Snapchat late at night. She said he's been asking her to video call him when her parents are asleep and has sent her images of himself without clothes on.
6023,CFAV,Weekend Exercise,16-18,Online safety,High,"I noticed Cadet Williams looked distressed after checking his phone during the break. When I spoke to him privately, he explained that someone from a Discord server has been threatening to share embarrassing photos of him unless he sends money through online gift cards."
6024,Commanding Officer,Off-site Activity,14-16,Online safety,High,"Cadet Davies disclosed that she's been chatting with someone she believes is a 16-year-old boy on TikTok, but he's been pressuring her to meet up alone and asking detailed questions about when she's home by herself. She mentioned he knew which school she attended even though she hadn't told him."
6025,CFAV,Off-site Activity,16-18,Online safety,High,Cadet Smith disclosed that an adult male she met through a gaming platform has been asking for photos of her in uniform and wants to meet up in person. She showed me screenshots of messages where he's asked her not to tell anyone about their conversations and has offered to buy her expensive gaming equipment.
6026,Cadet,Annual Camp,12-14,Online safety,High,"During a break, Cadet Jones told me that someone online has been threatening to share intimate photos of them unless they send more. The cadet was visibly distressed and said this person found their real name and school details from their social media accounts."
6027,CFAV,Parade Night,Under 12,Online safety,High,Cadet Williams mentioned that an older person they met in an online chat room has been asking detailed questions about cadet activities and wants to know which nights they attend. The person has also been requesting the cadet's phone number and home address.
6028,Parent/Carer,Off-site Activity,16-18,Online safety,High,A parent contacted me concerned that their child has been receiving inappropriate messages from someone claiming to be a former cadet instructor. The messages include requests for personal information and suggestions to meet without telling parents or other adults.
6029,Cadet,Weekend Exercise,Under 12,Online safety,High,Cadet Brown showed me messages from someone online who claims to be a military recruiter offering special opportunities. This person has been asking for copies of identification documents and wants to arrange private meetings away from the cadet centre.
6030,Civilian Instructor,Parade Night,12-14,Online safety,High,Cadet Johnson disclosed that an adult he met on a gaming platform has been asking him to send photos of himself and wants to meet up in person. The cadet said this person knows which school he attends and has offered to give him money and gifts.
6031,Commanding Officer,Off-site Activity,16-18,Online safety,High,"During a break, Cadet Williams showed other cadets explicit sexual images on her phone that she said an older man had sent her through Instagram. She mentioned they've been messaging for several weeks and he's asked her not to tell anyone about their conversations."
6032,Cadet,Annual Camp,14-16,Online safety,High,Cadet Thompson told me that someone online has been threatening to share embarrassing photos of him unless he sends more pictures. He appeared very distressed and said this person found him through his cadet unit's social media page.
6033,Cadet,Parade Night,14-16,Online safety,High,Cadet Davis disclosed that an adult she met through TikTok has been asking detailed questions about her daily routine and when she's home alone. She said he knows her real name and address and has suggested they should meet when her parents are at work.
6034,Civilian Instructor,Off-site Activity,16-18,Online safety,High,"I observed Cadet Martinez receiving multiple phone calls during the evening activity that made him visibly upset. He later disclosed that someone he met online is demanding he steal money from his parents and send it to them, threatening to hurt his family if he doesn't comply."
6035,CFAV,Online/Remote,14-16,Online safety,High,Cadet Johnson told me during break that someone he met in an online game has been asking him to send photos of himself without his shirt on. He said the person claims to be 16 but keeps asking personal questions about where he lives and what times he's home alone.
6036,Parent/Carer,Parade Night,16-18,Online safety,High,"During evening activities, Cadet Williams showed me messages on her phone from someone she'd been chatting with on social media. The messages contained explicit sexual content and requests to meet up in person. She said she'd given this person her address because they said they wanted to send her a gift."
6037,Civilian Instructor,Off-site Activity,12-14,Online safety,High,Cadet Thompson disclosed that an adult he met through a gaming platform has been sending him money through an app in exchange for photos. He showed me several transactions on his phone totalling over £200. The person has been pressuring him to take more explicit images.
6038,Parent/Carer,Online/Remote,14-16,Online safety,High,"I overheard Cadet Davies telling another cadet that someone from Instagram had been asking her to keep their conversations secret from her parents. She mentioned this person knows details about her school and cadet schedule, and has suggested meeting when her parents are at work."
6039,Civilian Instructor,Off-site Activity,16-18,Online safety,High,Cadet Roberts came to me upset after receiving threatening messages online. He explained that someone he'd been talking to in a chat room had screenshots of personal information he'd shared and was threatening to share embarrassing photos with his friends unless he provided more intimate pictures.
6040,Parent/Carer,Online/Remote,14-16,Online safety,High,Cadet Smith disclosed that an adult male they met through a gaming app has been asking for personal photos and wants to meet up in person. The cadet said this person knows their real name and which school they attend. They showed me some of the messages which included requests for them to keep their conversations secret.
6041,Civilian Instructor,Online/Remote,Under 12,Online safety,High,"During a break, Cadet Jones was visibly upset and told me that someone online has been threatening to share embarrassing photos of them unless they send more pictures. The cadet said they don't know how this person got their original photos but they're scared to tell their parents."
6042,Parent/Carer,Parade Night,Under 12,Online safety,High,Cadet Williams mentioned that an older teenager they met on social media has been asking them to perform sexual acts on video calls. The cadet said they haven't done anything yet but this person keeps pressuring them and has offered to pay them money.
6043,Cadet,Parade Night,14-16,Online safety,High,"I noticed Cadet Brown seemed anxious about their phone buzzing constantly during parade. When asked, they disclosed that someone they met online is now demanding they meet in person and has threatened to hurt their family if they don't comply. The cadet showed me threatening messages containing their home address."
6044,CFAV,Annual Camp,12-14,Online safety,High,Cadet Davis told me they've been sending intimate images to someone they believed was another teenager on Snapchat. They've now discovered this person is actually an adult who is threatening to share the images with their friends and family unless they continue sending more.
